instant;date;month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count
4935;2012-08-24;8;2;0.00;5;True;clear;23.02;69.00;0.00;16
4936;2012-02-21;2;16;0.00;2;True;clear;8.92;46.00;28.00;254
4937;2012-10-26;10;18;0.00;5;True;cloudy;18.32;78.00;9.00;665
4938;2012-09-07;9;13;0.00;5;True;clear;29.60;59.00;17.00;354
4939;2012-11-18;11;0;0.00;0;False;cloudy;6.10;70.00;11.00;129
4940;2012-11-20;11;20;0.00;2;True;cloudy;9.86;76.00;0.00;235
4941;2012-02-23;2;12;0.00;4;True;clear;15.50;42.00;17.00;224
4942;2012-03-19;3;0;0.00;1;True;clear;14.56;82.00;7.00;23
4943;2012-07-14;7;17;0.00;6;False;light rain/snow;24.90;79.00;11.00;458
4944;2012-09-25;9;10;0.00;2;True;clear;18.32;52.00;20.00;170
4945;2012-05-20;5;15;0.00;0;False;cloudy;24.90;39.00;28.00;502
4946;2012-05-31;5;13;0.00;4;True;clear;26.78;35.00;9.00;293
4947;2012-07-21;7;6;0.00;6;False;light rain/snow;19.26;88.00;17.00;15
4948;2012-03-01;3;22;0.00;4;True;clear;9.86;50.00;17.00;126
4949;2012-06-19;6;2;0.00;2;True;cloudy;20.20;78.00;9.00;15
4950;2012-05-14;5;15;0.00;1;True;cloudy;21.14;73.00;11.00;196
4951;2012-01-15;1;13;0.00;0;False;clear;1.40;34.00;19.00;224
4952;2012-04-04;4;13;0.00;3;True;cloudy;20.20;46.00;17.00;251
4953;2012-12-18;12;17;0.00;2;True;clear;10.80;47.00;30.00;572
4954;2012-06-19;6;6;0.00;2;True;cloudy;20.20;78.00;7.00;161
4955;2012-05-30;5;17;0.00;3;True;clear;26.78;48.00;6.00;839
4956;2012-06-05;6;14;0.00;2;True;cloudy;19.26;46.00;11.00;276
4957;2012-08-10;8;6;0.00;5;True;light rain/snow;22.08;89.00;20.00;44
4958;2012-11-20;11;13;0.00;2;True;cloudy;12.68;58.00;0.00;267
4959;2012-04-28;4;20;0.00;6;False;cloudy;9.86;66.00;0.00;102
4960;2012-04-14;4;1;0.00;6;False;clear;10.80;58.00;9.00;70
4961;2012-01-31;1;20;0.00;2;True;clear;10.80;58.00;7.00;238
4962;2012-01-26;1;9;0.00;4;True;cloudy;6.10;81.00;0.00;274
4963;2012-03-16;3;10;0.00;5;True;cloudy;10.80;87.00;6.00;180
4964;2012-07-04;7;12;1.00;3;False;clear;32.42;41.00;15.00;494
4965;2012-12-06;12;11;0.00;4;True;clear;4.22;48.00;11.00;178
4966;2012-11-30;11;13;0.00;5;True;cloudy;10.80;40.00;11.00;262
4967;2012-10-20;10;10;0.00;6;False;clear;16.44;52.00;9.00;423
4968;2012-12-10;12;6;0.00;1;True;cloudy;9.86;94.00;11.00;123
4969;2012-01-16;1;5;1.00;1;False;clear;-2.36;54.00;6.00;6
4970;2012-10-11;10;17;0.00;4;True;clear;15.50;39.00;19.00;827
4971;2012-09-28;9;19;0.00;5;True;light rain/snow;21.14;50.00;17.00;508
4972;2012-03-09;3;5;0.00;5;True;light rain/snow;10.80;66.00;19.00;29
4973;2012-04-26;4;23;0.00;4;True;clear;15.50;88.00;11.00;112
4974;2012-06-10;6;8;0.00;0;False;clear;22.08;73.00;6.00;181
4975;2012-10-27;10;10;0.00;6;False;clear;17.38;73.00;19.00;479
4976;2012-12-17;12;23;0.00;1;True;light rain/snow;11.74;94.00;15.00;47
4977;2012-10-07;10;17;0.00;0;False;light rain/snow;10.80;82.00;15.00;157
4978;2012-11-08;11;16;0.00;4;True;clear;11.74;16.00;26.00;339
4979;2012-02-28;2;22;0.00;2;True;clear;7.98;46.00;7.00;101
4980;2012-12-26;12;19;0.00;3;True;light rain/snow;6.10;87.00;13.00;35
4981;2012-03-14;3;13;0.00;3;True;clear;23.02;27.00;15.00;254
4982;2012-02-25;2;3;0.00;6;False;clear;6.10;45.00;20.00;7
4983;2012-02-01;2;10;0.00;3;True;clear;10.80;62.00;9.00;133
4984;2012-11-29;11;13;0.00;4;True;clear;9.86;32.00;9.00;224
4985;2012-02-15;2;19;0.00;3;True;clear;9.86;43.00;11.00;311
4986;2012-07-25;7;4;0.00;3;True;clear;22.08;65.00;15.00;4
4987;2012-06-29;6;6;0.00;5;True;cloudy;24.90;61.00;11.00;163
4988;2012-11-24;11;16;0.00;6;False;clear;5.16;38.00;30.00;170
4989;2012-03-27;3;0;0.00;2;True;clear;7.04;26.00;35.00;10
4990;2012-12-31;12;0;0.00;1;True;clear;0.46;55.00;13.00;34
4991;2012-02-02;2;0;0.00;4;True;clear;13.62;59.00;9.00;31
4992;2012-08-01;8;19;0.00;3;True;clear;26.78;66.00;17.00;652
4993;2012-10-22;10;19;0.00;1;True;clear;16.44;52.00;7.00;514
4994;2012-08-02;8;2;0.00;4;True;clear;23.02;83.00;6.00;11
4995;2012-03-23;3;12;0.00;5;True;cloudy;23.02;61.00;15.00;471
4996;2012-06-05;6;6;0.00;2;True;clear;14.56;82.00;17.00;184
4997;2012-05-10;5;0;0.00;4;True;light rain/snow;15.50;77.00;11.00;33
4998;2012-08-07;8;13;0.00;2;True;cloudy;29.60;52.00;13.00;253
4999;2012-08-14;8;21;0.00;2;True;clear;26.78;62.00;15.00;308
5000;2012-09-08;9;12;0.00;6;False;clear;29.60;55.00;33.00;694
5001;2012-12-25;12;7;1.00;2;False;cloudy;2.34;93.00;11.00;6
5002;2012-07-09;7;19;0.00;1;True;clear;26.78;55.00;11.00;631
5003;2012-03-19;3;2;0.00;1;True;clear;13.62;88.00;11.00;8
5004;2012-10-08;10;15;1.00;1;False;light rain/snow;11.74;58.00;13.00;370
5005;2012-09-18;9;8;0.00;2;True;cloudy;23.02;83.00;37.00;672
5006;2012-09-09;9;21;0.00;0;False;clear;20.20;46.00;15.00;206
5007;2012-12-01;12;1;0.00;6;False;clear;4.22;81.00;0.00;69
5008;2012-01-07;1;18;0.00;6;False;clear;17.38;45.00;9.00;297
5009;2012-08-04;8;3;0.00;6;False;clear;25.84;84.00;9.00;30
5010;2012-10-10;10;15;0.00;3;True;clear;20.20;40.00;11.00;319
5011;2012-10-10;10;13;0.00;3;True;clear;18.32;49.00;0.00;297
5012;2012-01-11;1;22;0.00;3;True;light rain/snow;7.98;87.00;13.00;49
5013;2012-01-24;1;17;0.00;2;True;clear;11.74;67.00;6.00;515
5014;2012-01-16;1;8;1.00;1;False;clear;-3.30;58.00;11.00;78
5015;2012-06-24;6;14;0.00;0;False;clear;31.48;30.00;20.00;551
5016;2012-12-30;12;10;0.00;0;False;clear;4.22;41.00;39.00;122
5017;2012-08-08;8;12;0.00;3;True;cloudy;29.60;52.00;0.00;280
5018;2012-08-27;8;11;0.00;1;True;clear;26.78;66.00;13.00;229
5019;2012-03-01;3;17;0.00;4;True;clear;18.32;35.00;20.00;600
5020;2012-02-08;2;21;0.00;3;True;light rain/snow;3.28;87.00;13.00;129
5021;2012-04-19;4;17;0.00;4;True;clear;20.20;43.00;6.00;748
5022;2012-11-27;11;9;0.00;2;True;cloudy;7.04;81.00;9.00;268
5023;2012-09-17;9;9;0.00;1;True;clear;19.26;68.00;9.00;299
5024;2012-02-05;2;8;0.00;0;False;cloudy;3.28;75.00;11.00;62
5025;2012-06-05;6;19;0.00;2;True;clear;19.26;46.00;17.00;513
5026;2012-03-26;3;4;0.00;1;True;clear;12.68;82.00;11.00;4
5027;2012-09-29;9;16;0.00;6;False;clear;21.14;41.00;17.00;722
5028;2012-09-02;9;17;0.00;0;False;clear;27.72;66.00;6.00;503
5029;2012-10-09;10;7;0.00;2;True;clear;9.86;83.00;17.00;362
5030;2012-07-19;7;5;0.00;4;True;cloudy;25.84;70.00;7.00;40
5031;2012-08-17;8;4;0.00;5;True;clear;22.08;73.00;11.00;9
5032;2012-02-01;2;19;0.00;3;True;clear;17.38;52.00;19.00;335
5033;2012-12-31;12;5;0.00;1;True;clear;-0.48;64.00;13.00;9
5034;2012-07-01;7;22;0.00;0;False;clear;30.54;43.00;9.00;151
5035;2012-04-26;4;19;0.00;4;True;cloudy;17.38;77.00;15.00;464
5036;2012-01-02;1;2;1.00;1;False;clear;8.92;34.00;30.00;7
5037;2012-10-28;10;8;0.00;0;False;cloudy;15.50;59.00;37.00;173
5038;2012-12-25;12;14;1.00;2;False;clear;9.86;46.00;20.00;126
5039;2012-09-21;9;13;0.00;5;True;clear;24.90;54.00;11.00;421
5040;2012-01-08;1;3;0.00;0;False;clear;7.98;42.00;9.00;32
5041;2012-01-01;1;12;0.00;0;False;clear;10.80;62.00;19.00;201
5042;2012-06-09;6;20;0.00;6;False;clear;27.72;35.00;15.00;363
5043;2012-07-29;7;19;0.00;0;False;clear;27.72;55.00;11.00;443
5044;2012-05-18;5;7;0.00;5;True;clear;13.62;82.00;7.00;515
5045;2012-07-12;7;20;0.00;4;True;clear;26.78;48.00;15.00;514
5046;2012-02-18;2;0;0.00;6;False;clear;7.98;42.00;11.00;86
5047;2012-07-02;7;9;0.00;1;True;clear;28.66;46.00;17.00;295
5048;2012-02-19;2;8;0.00;0;False;cloudy;3.28;56.00;13.00;56
5049;2012-02-17;2;11;0.00;5;True;clear;8.92;62.00;28.00;142
5050;2012-03-11;3;3;0.00;0;False;clear;3.28;60.00;9.00;66
5051;2012-05-26;5;16;0.00;6;False;clear;28.66;55.00;17.00;504
5052;2012-11-14;11;10;0.00;3;True;clear;7.04;45.00;24.00;171
5053;2012-02-02;2;12;0.00;4;True;clear;11.74;82.00;0.00;148
5054;2012-10-13;10;9;0.00;6;False;clear;8.92;50.00;6.00;266
5055;2012-03-26;3;8;0.00;1;True;clear;12.68;62.00;15.00;657
5056;2012-02-09;2;17;0.00;4;True;clear;7.98;34.00;9.00;399
5057;2012-05-07;5;11;0.00;1;True;cloudy;17.38;73.00;13.00;213
5058;2012-03-01;3;13;0.00;4;True;clear;19.26;32.00;17.00;211
5059;2012-02-11;2;1;0.00;6;False;light rain/snow;5.16;81.00;9.00;45
5060;2012-10-11;10;16;0.00;4;True;clear;15.50;36.00;9.00;481
5061;2012-11-10;11;23;0.00;6;False;clear;8.92;71.00;7.00;146
5062;2012-10-16;10;13;0.00;2;True;clear;16.44;45.00;19.00;328
5063;2012-04-18;4;7;0.00;3;True;cloudy;15.50;39.00;13.00;418
5064;2012-10-14;10;23;0.00;0;False;cloudy;18.32;68.00;19.00;105
5065;2012-02-01;2;3;0.00;3;True;clear;12.68;44.00;13.00;3
5066;2012-12-26;12;23;0.00;3;True;light rain/snow;4.22;87.00;20.00;10
5067;2012-10-22;10;0;0.00;1;True;clear;10.80;62.00;0.00;31
5068;2012-05-11;5;23;0.00;5;True;clear;17.38;37.00;13.00;180
5069;2012-01-06;1;5;0.00;5;True;cloudy;1.40;80.00;9.00;13
5070;2012-09-29;9;12;0.00;6;False;clear;21.14;41.00;20.00;682
5071;2012-04-05;4;2;0.00;4;True;clear;13.62;33.00;30.00;18
5072;2012-07-24;7;18;0.00;2;True;clear;27.72;62.00;22.00;877
5073;2012-07-22;7;12;0.00;0;False;cloudy;24.90;70.00;7.00;504
5074;2012-12-05;12;4;0.00;3;True;clear;15.50;63.00;30.00;10
5075;2012-11-25;11;11;0.00;0;False;cloudy;4.22;41.00;15.00;204
5076;2012-12-23;12;18;0.00;0;False;clear;6.10;45.00;11.00;93
5077;2012-07-30;7;19;0.00;1;True;clear;30.54;52.00;11.00;665
5078;2012-02-27;2;16;0.00;1;True;clear;17.38;26.00;30.00;286
5079;2012-04-29;4;1;0.00;0;False;cloudy;8.92;81.00;9.00;42
5080;2012-06-23;6;11;0.00;6;False;clear;27.72;48.00;15.00;516
5081;2012-08-07;8;15;0.00;2;True;clear;29.60;52.00;0.00;306
5082;2012-02-25;2;15;0.00;6;False;clear;7.04;29.00;28.00;232
5083;2012-02-05;2;21;0.00;0;False;clear;5.16;56.00;7.00;66
5084;2012-02-18;2;4;0.00;6;False;clear;4.22;70.00;0.00;7
5085;2012-03-01;3;0;0.00;4;True;cloudy;11.74;94.00;0.00;11
5086;2012-08-30;8;17;0.00;4;True;clear;30.54;34.00;15.00;844
5087;2012-04-02;4;7;0.00;1;True;clear;7.98;66.00;26.00;306
5088;2012-06-15;6;18;0.00;5;True;clear;25.84;39.00;15.00;693
5089;2012-03-26;3;9;0.00;1;True;clear;13.62;47.00;19.00;282
5090;2012-06-17;6;5;0.00;0;False;clear;17.38;68.00;9.00;17
5091;2012-06-30;6;16;0.00;6;False;clear;34.30;29.00;11.00;373
5092;2012-01-28;1;7;0.00;6;False;clear;2.34;75.00;0.00;31
5093;2012-07-07;7;20;0.00;6;False;clear;34.30;37.00;11.00;276
5094;2012-02-20;2;3;1.00;1;False;cloudy;3.28;81.00;13.00;8
5095;2012-03-11;3;23;0.00;0;False;clear;10.80;50.00;11.00;52
5096;2012-02-29;2;9;0.00;3;True;light rain/snow;6.10;81.00;11.00;38
5097;2012-06-20;6;6;0.00;3;True;cloudy;22.08;89.00;6.00;165
5098;2012-04-16;4;13;1.00;1;False;clear;26.78;45.00;20.00;263
5099;2012-09-12;9;2;0.00;3;True;clear;16.44;72.00;6.00;11
5100;2012-01-03;1;3;0.00;2;True;clear;-0.48;55.00;19.00;2
5101;2012-11-24;11;5;0.00;6;False;clear;4.22;41.00;22.00;3
5102;2012-12-13;12;5;0.00;4;True;cloudy;4.22;56.00;11.00;33
5103;2012-06-14;6;21;0.00;4;True;clear;22.08;65.00;11.00;337
5104;2012-08-26;8;18;0.00;0;False;cloudy;22.08;89.00;6.00;264
5105;2012-04-23;4;11;0.00;1;True;cloudy;7.04;70.00;24.00;101
5106;2012-02-01;2;8;0.00;3;True;light rain/snow;8.92;73.00;7.00;520
5107;2012-10-08;10;10;1.00;1;False;cloudy;9.86;68.00;9.00;298
5108;2012-04-25;4;6;0.00;3;True;clear;7.98;66.00;0.00;106
5109;2012-07-20;7;12;0.00;5;True;light rain/snow;23.96;83.00;11.00;274
5110;2012-05-30;5;1;0.00;3;True;light rain/snow;22.08;89.00;13.00;4
5111;2012-04-13;4;15;0.00;5;True;clear;17.38;28.00;17.00;352
5112;2012-03-25;3;9;0.00;0;False;cloudy;10.80;94.00;17.00;118
5113;2012-02-16;2;16;0.00;4;True;light rain/snow;7.98;81.00;0.00;118
5114;2012-09-18;9;14;0.00;2;True;light rain/snow;20.20;94.00;31.00;143
5115;2012-06-28;6;18;0.00;4;True;clear;32.42;25.00;15.00;697
5116;2012-11-12;11;1;1.00;1;False;clear;10.80;76.00;11.00;30
5117;2012-10-09;10;10;0.00;2;True;cloudy;12.68;75.00;15.00;164
5118;2012-03-31;3;21;0.00;6;False;cloudy;10.80;71.00;22.00;143
5119;2012-12-11;12;23;0.00;2;True;clear;6.10;52.00;15.00;64
5120;2012-12-29;12;21;0.00;6;False;cloudy;5.16;56.00;33.00;60
5121;2012-08-17;8;15;0.00;5;True;clear;32.42;30.00;31.00;383
5122;2012-05-16;5;13;0.00;3;True;clear;25.84;42.00;0.00;350
5123;2012-04-23;4;9;0.00;1;True;cloudy;6.10;75.00;26.00;272
5124;2012-11-04;11;18;0.00;0;False;clear;8.92;43.00;15.00;237
5125;2012-02-21;2;19;0.00;2;True;clear;8.92;46.00;20.00;304
5126;2012-11-08;11;23;0.00;4;True;clear;7.98;46.00;24.00;87
5127;2012-09-11;9;2;0.00;2;True;clear;14.56;77.00;11.00;6
5128;2012-11-28;11;21;0.00;3;True;clear;6.10;39.00;11.00;223
5129;2012-01-13;1;11;0.00;5;True;clear;3.28;38.00;41.00;114
5130;2012-03-06;3;14;0.00;2;True;clear;7.04;36.00;15.00;136
5131;2012-05-17;5;8;0.00;4;True;clear;16.44;55.00;30.00;634
5132;2012-09-23;9;2;0.00;0;False;clear;16.44;48.00;17.00;95
5133;2012-12-17;12;18;0.00;1;True;cloudy;10.80;94.00;6.00;507
5134;2012-03-09;3;10;0.00;5;True;cloudy;7.98;36.00;33.00;159
5135;2012-10-22;10;5;0.00;1;True;clear;9.86;76.00;6.00;46
5136;2012-06-05;6;4;0.00;2;True;light rain/snow;15.50;82.00;13.00;5
5137;2012-12-21;12;17;0.00;5;True;cloudy;4.22;56.00;22.00;321
5138;2012-05-22;5;4;0.00;2;True;cloudy;18.32;88.00;11.00;7
5139;2012-08-03;8;11;0.00;5;True;cloudy;31.48;49.00;19.00;263
5140;2012-03-03;3;10;0.00;6;False;cloudy;10.80;87.00;0.00;168
5141;2012-03-04;3;5;0.00;0;False;cloudy;7.98;46.00;15.00;5
5142;2012-10-20;10;6;0.00;6;False;clear;11.74;71.00;0.00;31
5143;2012-08-02;8;8;0.00;4;True;clear;25.84;74.00;7.00;739
5144;2012-05-17;5;12;0.00;4;True;clear;20.20;43.00;13.00;348
5145;2012-06-18;6;1;0.00;1;True;clear;17.38;77.00;15.00;14
5146;2012-11-13;11;14;0.00;2;True;clear;9.86;46.00;26.00;203
5147;2012-01-28;1;21;0.00;6;False;clear;8.92;29.00;24.00;127
5148;2012-09-28;9;3;0.00;5;True;cloudy;20.20;83.00;9.00;7
5149;2012-01-02;1;9;1.00;1;False;clear;3.28;35.00;0.00;68
5150;2012-08-02;8;22;0.00;4;True;clear;26.78;70.00;13.00;262
5151;2012-05-23;5;2;0.00;3;True;cloudy;20.20;83.00;11.00;12
5152;2012-03-26;3;15;0.00;1;True;clear;14.56;29.00;41.00;223
5153;2012-04-17;4;13;0.00;2;True;clear;21.14;29.00;17.00;239
5154;2012-11-25;11;7;0.00;0;False;cloudy;2.34;51.00;7.00;21
5155;2012-09-29;9;15;0.00;6;False;clear;20.20;43.00;17.00;727
5156;2012-06-17;6;14;0.00;0;False;clear;22.08;53.00;0.00;582
5157;2012-12-27;12;7;0.00;4;True;clear;3.28;70.00;15.00;90
5158;2012-01-24;1;18;0.00;2;True;clear;10.80;62.00;6.00;423
5159;2012-03-04;3;13;0.00;0;False;clear;8.92;37.00;24.00;364
5160;2012-03-09;3;11;0.00;5;True;cloudy;8.92;34.00;24.00;187
5161;2012-06-22;6;6;0.00;5;True;cloudy;26.78;66.00;0.00;122
5162;2012-12-04;12;18;0.00;2;True;clear;15.50;63.00;15.00;731
5163;2012-12-27;12;22;0.00;4;True;cloudy;3.28;60.00;19.00;44
5164;2012-04-27;4;17;;5;True;clear;17.38;24.00;26.00;702
5165;2012-12-25;12;23;1.00;2;False;cloudy;5.16;65.00;17.00;30
5166;2012-08-22;8;17;0.00;3;True;light rain/snow;26.78;55.00;15.00;783
5167;2012-02-13;2;20;0.00;1;True;clear;6.10;42.00;11.00;214
5168;2012-10-04;10;11;0.00;4;True;cloudy;24.90;70.00;7.00;214
5169;2012-09-22;9;3;0.00;6;False;clear;18.32;83.00;19.00;45
5170;2012-01-25;1;9;0.00;3;True;clear;3.28;70.00;17.00;236
5171;2012-03-27;3;7;0.00;2;True;clear;2.34;37.00;13.00;286
5172;2012-06-10;6;5;0.00;0;False;clear;21.14;69.00;6.00;13
5173;2012-02-26;2;4;0.00;0;False;clear;3.28;41.00;13.00;6
5174;2012-04-24;4;9;0.00;2;True;clear;10.80;47.00;24.00;308
5175;2012-03-15;3;0;0.00;4;True;clear;17.38;49.00;9.00;60
5176;2012-08-17;8;3;0.00;5;True;clear;22.08;65.00;7.00;6
5177;2012-02-17;2;6;0.00;5;True;cloudy;5.16;96.00;9.00;71
5178;2012-03-10;3;12;0.00;6;False;clear;6.10;33.00;22.00;329
5179;2012-04-10;4;5;0.00;2;True;clear;7.98;71.00;9.00;24
5180;2012-08-26;8;17;0.00;0;False;clear;22.08;89.00;15.00;233
5181;2012-07-27;7;8;0.00;5;True;clear;27.72;66.00;6.00;676
5182;2012-12-07;12;1;0.00;5;True;cloudy;3.28;70.00;13.00;28
5183;2012-10-01;10;6;0.00;1;True;clear;12.68;77.00;7.00;155
5184;2012-12-15;12;5;0.00;6;False;cloudy;4.22;75.00;0.00;3
5185;2012-10-28;10;21;0.00;0;False;light rain/snow;12.68;88.00;28.00;46
5186;2012-04-14;4;3;0.00;6;False;clear;8.92;66.00;6.00;32
5187;2012-02-25;2;21;0.00;6;False;clear;3.28;35.00;22.00;85
5188;2012-07-25;7;22;0.00;3;True;clear;24.90;58.00;9.00;278
5189;2012-02-03;2;12;0.00;5;True;clear;7.98;46.00;9.00;216
5190;2012-12-13;12;15;0.00;4;True;clear;8.92;34.00;9.00;280
5191;2012-05-09;5;23;0.00;3;True;light rain/snow;14.56;82.00;13.00;55
5192;2012-09-29;9;2;0.00;6;False;cloudy;17.38;56.00;15.00;92
5193;2012-05-26;5;21;0.00;6;False;cloudy;25.84;62.00;13.00;251
5194;2012-01-21;1;18;0.00;6;False;cloudy;1.40;75.00;26.00;110
5195;2012-04-27;4;18;0.00;5;True;clear;16.44;25.00;24.00;654
5196;2012-08-27;8;9;0.00;1;True;clear;23.02;83.00;7.00;342
5197;2012-08-11;8;19;0.00;6;False;cloudy;23.02;89.00;7.00;275
5198;2012-01-10;1;16;0.00;2;True;clear;11.74;38.00;24.00;240
5199;2012-07-17;7;13;0.00;2;True;clear;35.24;31.00;13.00;221
5200;2012-07-08;7;18;0.00;0;False;clear;28.66;62.00;7.00;253
5201;2012-05-06;5;7;0.00;0;False;light rain/snow;16.44;83.00;11.00;36
5202;2012-02-14;2;12;0.00;2;True;cloudy;6.10;52.00;15.00;172
5203;2012-06-15;6;2;0.00;5;True;clear;18.32;83.00;7.00;15
5204;2012-10-22;10;11;0.00;1;True;clear;18.32;37.00;11.00;211
5205;2012-06-13;6;19;0.00;3;True;clear;24.90;34.00;26.00;671
5206;2012-01-06;1;1;0.00;5;True;clear;2.34;75.00;0.00;8
5207;2012-06-19;6;11;0.00;2;True;clear;23.02;69.00;9.00;230
5208;2012-05-30;5;23;0.00;3;True;clear;23.02;65.00;7.00;160
5209;2012-01-01;1;5;0.00;0;False;clear;5.16;81.00;7.00;5
5210;2012-08-16;8;9;0.00;4;True;clear;25.84;54.00;7.00;337
5211;2012-01-20;1;19;0.00;5;True;cloudy;1.40;37.00;7.00;192
5212;2012-06-30;6;18;0.00;6;False;clear;33.36;35.00;0.00;339
5213;2012-11-25;11;23;0.00;0;False;clear;2.34;69.00;6.00;41
5214;2012-03-14;3;15;0.00;3;True;clear;24.90;24.00;0.00;283
5215;2012-03-08;3;6;0.00;4;True;clear;11.74;77.00;17.00;109
5216;2012-01-26;1;7;0.00;4;True;cloudy;5.16;81.00;6.00;239
5217;2012-04-06;4;5;0.00;5;True;clear;7.04;53.00;22.00;23
5218;2012-07-05;7;18;0.00;4;True;cloudy;34.30;39.00;22.00;607
5219;2012-01-31;1;6;0.00;2;True;clear;5.16;52.00;11.00;104
5220;2012-01-12;1;11;0.00;4;True;cloudy;7.98;81.00;7.00;119
5221;2012-09-08;9;17;0.00;6;False;light rain/snow;19.26;83.00;13.00;171
5222;2012-01-03;1;10;0.00;2;True;clear;-0.48;47.00;31.00;60
5223;2012-03-05;3;12;0.00;1;True;cloudy;4.22;52.00;0.00;137
5224;2012-07-27;7;19;0.00;5;True;clear;30.54;52.00;13.00;516
5225;2012-03-20;3;5;0.00;2;True;cloudy;16.44;94.00;0.00;20
5226;2012-11-09;11;11;0.00;5;True;clear;10.80;47.00;20.00;251
5227;2012-07-03;7;6;0.00;2;True;clear;24.90;65.00;9.00;154
5228;2012-02-22;2;21;0.00;3;True;cloudy;14.56;33.00;19.00;239
5229;2012-11-11;11;2;0.00;0;False;clear;7.04;87.00;7.00;70
5230;2012-08-09;8;22;0.00;4;True;cloudy;23.02;69.00;15.00;259
5231;2012-08-12;8;18;0.00;0;False;clear;28.66;35.00;7.00;491
5232;2012-01-05;1;20;0.00;4;True;clear;6.10;49.00;0.00;177
5233;2012-03-12;3;4;0.00;1;True;clear;7.98;61.00;13.00;3
5234;2012-06-30;6;20;0.00;6;False;clear;30.54;52.00;11.00;292
5235;2012-12-23;12;21;0.00;0;False;clear;3.28;70.00;0.00;42
5236;2012-06-02;6;3;0.00;6;False;clear;18.32;73.00;17.00;26
5237;2012-07-09;7;5;0.00;1;True;cloudy;23.02;83.00;15.00;28
5238;2012-06-27;6;17;0.00;3;True;clear;30.54;24.00;26.00;843
5239;2012-11-28;11;23;0.00;3;True;clear;4.22;48.00;9.00;78
5240;2012-04-18;4;14;0.00;3;True;light rain/snow;12.68;72.00;7.00;51
5241;2012-12-25;12;2;1.00;2;False;cloudy;4.22;87.00;11.00;7
5242;2012-08-01;8;1;0.00;3;True;clear;23.02;83.00;6.00;33
5243;2012-07-24;7;20;0.00;2;True;clear;26.78;66.00;11.00;523
5244;2012-11-07;11;8;0.00;3;True;cloudy;4.22;60.00;19.00;601
5245;2012-07-18;7;22;0.00;3;True;clear;27.72;58.00;6.00;288
5246;2012-04-01;4;8;0.00;0;False;cloudy;8.92;76.00;6.00;125
5247;2012-09-11;9;1;0.00;2;True;clear;15.50;63.00;0.00;10
5248;2012-10-24;10;23;0.00;3;True;cloudy;19.26;68.00;6.00;123
5249;2012-03-18;3;12;0.00;0;False;cloudy;12.68;88.00;9.00;503
5250;2012-11-05;11;12;0.00;1;True;clear;8.92;43.00;22.00;244
5251;2012-09-18;9;7;0.00;2;True;cloudy;22.08;89.00;30.00;356
5252;2012-04-16;4;16;1.00;1;False;clear;29.60;33.00;31.00;358
5253;2012-09-30;9;17;0.00;0;False;clear;21.14;35.00;19.00;575
5254;2012-03-19;3;23;0.00;1;True;cloudy;18.32;78.00;9.00;54
5255;2012-04-09;4;18;0.00;1;True;clear;17.38;34.00;20.00;646
5256;2012-11-28;11;0;0.00;3;True;cloudy;4.22;75.00;17.00;23
5257;2012-12-18;12;11;0.00;2;True;clear;14.56;63.00;15.00;269
5258;2012-10-27;10;19;0.00;6;False;cloudy;16.44;72.00;15.00;300
5259;2012-10-18;10;18;0.00;4;True;cloudy;18.32;64.00;22.00;788
5260;2012-03-29;3;15;0.00;4;True;clear;16.44;39.00;24.00;307
5261;2012-09-26;9;1;0.00;3;True;clear;19.26;64.00;22.00;29
5262;2012-11-25;11;2;0.00;0;False;clear;2.34;44.00;24.00;28
5263;2012-06-29;6;23;0.00;5;True;light rain/snow;30.54;63.00;13.00;48
5264;2012-06-03;6;14;0.00;0;False;clear;23.96;36.00;22.00;678
5265;2012-09-19;9;1;0.00;3;True;cloudy;17.38;68.00;17.00;12
5266;2012-09-13;9;14;0.00;4;True;clear;25.84;39.00;9.00;274
5267;2012-08-04;8;23;0.00;6;False;clear;27.72;66.00;20.00;222
5268;2012-04-25;4;0;0.00;3;True;clear;12.68;38.00;0.00;36
5269;2012-05-24;5;18;0.00;4;True;clear;25.84;54.00;22.00;752
5270;2012-12-09;12;8;0.00;0;False;light rain/snow;10.80;87.00;11.00;69
5271;2012-09-04;9;7;0.00;2;True;cloudy;23.96;89.00;7.00;493
5272;2012-07-24;7;15;0.00;2;True;clear;30.54;49.00;20.00;285
5273;2012-09-06;9;8;0.00;4;True;light rain/snow;24.90;79.00;0.00;646
5274;2012-01-13;1;8;0.00;5;True;clear;3.28;52.00;24.00;419
5275;2012-05-03;5;1;0.00;4;True;cloudy;13.62;88.00;7.00;24
5276;2012-01-29;1;3;0.00;0;False;clear;4.22;28.00;13.00;21
5277;2012-07-10;7;2;0.00;2;True;clear;24.90;74.00;9.00;16
5278;2012-11-24;11;4;0.00;6;False;clear;4.22;41.00;30.00;3
5279;2012-03-25;3;7;0.00;0;False;cloudy;10.80;94.00;22.00;39
5280;2012-02-09;2;0;0.00;4;True;cloudy;3.28;87.00;11.00;26
5281;2012-03-21;3;17;0.00;3;True;clear;20.20;69.00;6.00;729
5282;2012-04-10;4;19;0.00;2;True;clear;16.44;20.00;24.00;479
5283;2012-04-05;4;9;0.00;4;True;clear;10.80;37.00;17.00;351
